"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Symbols"
"ENSG00000142396 - ERVK3-1",362.856436715551,0.0237169537731527,0.115384322469447,0.205547454503039,0.837144426168184,0.997820017732497," ERVK3-1"
"ENSG00000146233 - CYP39A1",20.9707475208593,0.0236441725406976,0.301672516292132,0.0783769527012569,0.93752820620483,0.997820017732497," CYP39A1"
"ENSG00000105700 - KXD1",984.418992383106,0.0236422537180226,0.0845231831455964,0.279713243611487,0.779697516827746,0.997820017732497," KXD1"
"ENSG00000138018 - SELENOI",909.016307690028,0.0236259366815507,0.149244655867435,0.158303401513661,0.874217727921002,0.997820017732497," SELENOI"
"ENSG00000159267 - HLCS",157.234105300269,0.0236175778377709,0.170688734751034,0.138366353656669,0.889950887092892,0.997820017732497," HLCS"
"ENSG00000112139 - MDGA1",5.87079224406033,0.0235257869789693,0.66719725746311,0.0352606170301442,0.971871926845665,0.997820017732497," MDGA1"
"ENSG00000137693 - YAP1",508.915266835756,0.0234686427360841,0.088543115670212,0.265053274423903,0.790968421886653,0.997820017732497," YAP1"
"ENSG00000166912 - MTMR10",600.679296831581,0.0234505583876278,0.103705465679513,0.226126542453399,0.821103001296233,0.997820017732497," MTMR10"
"ENSG00000119471 - HSDL2",1070.6908253398,0.0234413312255004,0.129405401337861,0.181146466709671,0.856252612701971,0.997820017732497," HSDL2"
"ENSG00000163818 - LZTFL1",80.6379635321989,0.0234236807439729,0.209284672465797,0.111922581180908,0.910884791900981,0.997820017732497," LZTFL1"
"ENSG00000165832 - TRUB1",123.200480318576,0.0233758146474301,0.233594883031919,0.100069891703218,0.920288838260612,0.997820017732497," TRUB1"
"ENSG00000196821 - ILRUN",1824.24075144852,0.0233103793265606,0.119950209191596,0.194333794694155,0.845914525666876,0.997820017732497," ILRUN"
"ENSG00000254004 - ZNF260",117.906743794593,0.023298089020195,0.141416687288314,0.164747806407711,0.869142486990627,0.997820017732497," ZNF260"
"ENSG00000104973 - MED25",852.83363863898,0.0232881453387107,0.0947822969601655,0.245701424059159,0.80591336974616,0.997820017732497," MED25"
"ENSG00000122376 - SHLD2",431.066119813939,0.0232567943313992,0.11963033367944,0.194405495797729,0.845858386989758,0.997820017732497," SHLD2"
"ENSG00000196422 - PPP1R26",349.081842849794,0.0231730888061402,0.10372182008864,0.223415755588714,0.823211943023572,0.997820017732497," PPP1R26"
"ENSG00000204335 - SP5",4.40197144225948,0.0231561181092146,0.466922815962569,0.0495930319050224,0.960446699535249,0.997820017732497," SP5"
"ENSG00000134444 - RELCH",590.669184739813,0.0231232392270372,0.103005697126705,0.224485051526749,0.822379897280038,0.997820017732497," RELCH"
"ENSG00000108239 - TBC1D12",246.202103923616,0.0231231463172848,0.111343737680225,0.207673523442275,0.835483892186913,0.997820017732497," TBC1D12"
"ENSG00000197016 - ZNF470",30.194079351658,0.0231007292218846,0.225451975954867,0.102464079651753,0.918388323032722,0.997820017732497," ZNF470"
"ENSG00000166801 - FAM111A",224.773546192429,0.0229900925588902,0.149790941198424,0.153481194356312,0.878018819326372,0.997820017732497," FAM111A"
"ENSG00000174529 - TMEM81",18.2178534204161,0.0229312893863752,0.199614580974784,0.114877827433217,0.908541959871784,0.997820017732497," TMEM81"
"ENSG00000099804 - CDC34",1341.82623928546,0.022888987232134,0.130319675620108,0.175637233005836,0.860578949317448,0.997820017732497," CDC34"
"ENSG00000147256 - ARHGAP36",1.90038018793766,0.0228480454544133,0.835397146430433,0.027349920396593,0.978180641023018,0.997820017732497," ARHGAP36"
"ENSG00000175691 - ZNF77",27.4051445942679,0.022778273400611,0.205341129479359,0.11092893790136,0.911672698083722,0.997820017732497," ZNF77"
"ENSG00000213079 - SCAF8",429.665536763356,0.0227700869350206,0.118814226996953,0.191644447895996,0.848020723389974,0.997820017732497," SCAF8"
"ENSG00000180938 - ZNF572",13.989080262416,0.0227603496016712,0.309166932922931,0.073618318060376,0.941314094985697,0.997820017732497," ZNF572"
"ENSG00000142765 - SYTL1",49.0027468738286,0.022744553032642,0.280473516472772,0.081093407030642,0.93536766884823,0.997820017732497," SYTL1"
"ENSG00000173273 - TNKS",304.993057946539,0.0227156313015142,0.102096253914748,0.222492309272014,0.823930659558541,0.997820017732497," TNKS"
"ENSG00000007952 - NOX1",1138.43935893716,0.022674315560989,0.209254972874843,0.108357355858638,0.913712226995595,0.997820017732497," NOX1"
"ENSG00000142186 - SCYL1",1117.7829886137,0.022667718394297,0.103417419124523,0.219186657201368,0.826504648795318,0.997820017732497," SCYL1"
"ENSG00000108344 - PSMD3",2643.00326517376,0.022621873273073,0.139689172574435,0.161944357290961,0.871349671760971,0.997820017732497," PSMD3"
"ENSG00000215271 - HOMEZ",357.219040403506,0.0225865552369529,0.11251768151863,0.200737830109067,0.840903577601161,0.997820017732497," HOMEZ"
"ENSG00000113312 - TTC1",1093.13439401447,0.0225430319364637,0.0892663889099125,0.252536617776867,0.800626314164931,0.997820017732497," TTC1"
"ENSG00000158292 - GPR153",457.870511587838,0.0225167896732497,0.199313617442142,0.112971657241563,0.910053025579048,0.997820017732497," GPR153"
"ENSG00000111850 - SMIM8",65.3819935007151,0.0224700724868913,0.158994315797176,0.141326262981349,0.887612202974127,0.997820017732497," SMIM8"
"ENSG00000165462 - PHOX2A",0.369847454889428,0.022462363895345,2.43551862307556,0.00922282575978815,0.99264135404114,0.997820017732497," PHOX2A"
"ENSG00000176732 - PFN4",0.702370430557425,0.0222599724910267,1.04299864853006,0.0213422831586586,0.982972614427868,0.997820017732497," PFN4"
"ENSG00000135698 - MPHOSPH6",201.117122171265,0.0222321889035535,0.168428242873093,0.131997986349029,0.894985884473604,0.997820017732497," MPHOSPH6"
"ENSG00000152380 - FAM151B",4.66820620692262,0.0222212739614556,0.440627733396718,0.0504309472083291,0.959778975448809,0.997820017732497," FAM151B"
"ENSG00000182979 - MTA1",439.466036049027,0.0222194727835856,0.1054468811268,0.21071721179564,0.833107943080388,0.997820017732497," MTA1"
"ENSG00000183114 - FAM43B",2.41128871753681,0.0222112782292457,0.881762133789925,0.0251896485209439,0.979903693621563,0.997820017732497," FAM43B"
"ENSG00000070423 - RNF126",1013.62928524203,0.0221192008211691,0.136844177051079,0.161637866497694,0.871591036246301,0.997820017732497," RNF126"
"ENSG00000035862 - TIMP2",1241.08405245325,0.0220594506266118,0.294283607950091,0.0749598347671233,0.940246669155356,0.997820017732497," TIMP2"
"ENSG00000248144 - ADH1C",5566.53251604563,0.0220532741355409,0.230797396102736,0.0955525257560714,0.92387597155353,0.997820017732497," ADH1C"
"ENSG00000196396 - PTPN1",906.743259372009,0.0219897453993435,0.102039808852723,0.21550163261362,0.829376239324504,0.997820017732497," PTPN1"
"ENSG00000158615 - PPP1R15B",1261.55042183192,0.021913399840764,0.148492831034515,0.147572106263302,0.882680470011707,0.997820017732497," PPP1R15B"
"ENSG00000101310 - SEC23B",868.298286912405,0.0218984847903724,0.138846452634887,0.157717279590549,0.874679583770071,0.997820017732497," SEC23B"
"ENSG00000125503 - PPP1R12C",1095.56486371339,0.0218912752586486,0.104939651956875,0.2086082319736,0.834754083775535,0.997820017732497," PPP1R12C"
"ENSG00000120725 - SIL1",505.528721880055,0.0217914198648233,0.158695567079154,0.137315870039105,0.89078112678225,0.997820017732497," SIL1"
"ENSG00000052802 - MSMO1",1595.62049202033,0.0217174174236003,0.266369741822526,0.0815310976202019,0.935019594868555,0.997820017732497," MSMO1"
"ENSG00000129197 - RPAIN",182.073056572598,0.0217144847655335,0.180613355911787,0.120226351234728,0.904303843905534,0.997820017732497," RPAIN"
"ENSG00000103091 - WDR59",246.126000904192,0.0216988668701741,0.109343285513464,0.198447181903111,0.84269520557675,0.997820017732497," WDR59"
"ENSG00000112146 - FBXO9",368.940490735619,0.0216951823156941,0.0902680913907383,0.24034165319596,0.810065406557404,0.997820017732497," FBXO9"
"ENSG00000131779 - PEX11B",602.624432342722,0.0216881308704535,0.0861989539034258,0.251605499699592,0.80134600721508,0.997820017732497," PEX11B"
"ENSG00000108587 - GOSR1",753.451589334229,0.0216600312459423,0.0581608030365221,0.3724163029926,0.709582917470436,0.974625287489589," GOSR1"
"ENSG00000080824 - HSP90AA1",14980.1706612046,0.021623680224595,0.25763355601749,0.0839319247028792,0.933110556863061,0.997820017732497," HSP90AA1"
"ENSG00000178538 - CA8",30.3419899704581,0.0216166217094635,0.33567940978271,0.0643966268990293,0.948654415798786,0.997820017732497," CA8"
"ENSG00000197702 - PARVA",1028.33779083583,0.0215943646825872,0.120927469623005,0.178572864791667,0.85827310273546,0.997820017732497," PARVA"
"ENSG00000105221 - AKT2",1079.85454258643,0.0214980582348112,0.0758169997655146,0.283551951426461,0.776753763452015,0.99694341585309," AKT2"
"ENSG00000171206 - TRIM8",811.429592647166,0.0214766140351815,0.0901053314414653,0.238350091960244,0.811609572837096,0.997820017732497," TRIM8"
"ENSG00000164761 - TNFRSF11B",76.1212893085762,0.0214660560923661,0.3152614894668,0.0680896868458991,0.94571424000914,0.997820017732497," TNFRSF11B"
"ENSG00000164054 - SHISA5",1770.03961710122,0.0213397474758588,0.0653813314644169,0.326389001231533,0.744130058051218,0.987334867650264," SHISA5"
"ENSG00000141027 - NCOR1",3605.09822818361,0.0212636297118328,0.0947653233724551,0.224381967528993,0.822460100816939,0.997820017732497," NCOR1"
"ENSG00000167840 - ZNF232",98.5377480730438,0.0212413210127054,0.146385323502314,0.145105537252644,0.884627546468011,0.997820017732497," ZNF232"
"ENSG00000188529 - SRSF10",796.073209362523,0.0212365377526483,0.110593065748271,0.192024134686584,0.847723300463284,0.997820017732497," SRSF10"
"ENSG00000139636 - LMBR1L",272.036979727508,0.0211414179780527,0.135176380755812,0.156398757385312,0.875718716585574,0.997820017732497," LMBR1L"
"ENSG00000183624 - HMCES",848.70818534754,0.0210535327455486,0.0671264594403042,0.313639851127134,0.75379458882848,0.987855479672547," HMCES"
"ENSG00000151287 - TEX30",26.2687030545654,0.0209636388867377,0.253130856174568,0.0828173980981615,0.933996734968954,0.997820017732497," TEX30"
"ENSG00000185627 - PSMD13",1982.69373033516,0.0209305737553456,0.13459041795343,0.155513104674271,0.876416823587585,0.997820017732497," PSMD13"
"ENSG00000101290 - CDS2",645.246324066419,0.0208822623495897,0.0925159525752786,0.225715260647596,0.821422888086318,0.997820017732497," CDS2"
"ENSG00000167925 - GHDC",325.469306907353,0.0208528101629858,0.135554423902769,0.153833490362094,0.877741026640669,0.997820017732497," GHDC"
"ENSG00000108312 - UBTF",1565.61828663475,0.0208137322030856,0.0935017629419974,0.222602564360173,0.823844840455282,0.997820017732497," UBTF"
"ENSG00000132205 - EMILIN2",73.3672161717783,0.0208111656905121,0.272124599726193,0.0764766056117376,0.939039925475395,0.997820017732497," EMILIN2"
"ENSG00000111639 - MRPL51",1118.98150270694,0.0208107241668907,0.164725139928105,0.126336053962216,0.899465917952696,0.997820017732497," MRPL51"
"ENSG00000169129 - AFAP1L2",244.529497091753,0.0208000160386497,0.133280855224147,0.156061543900428,0.875984510414449,0.997820017732497," AFAP1L2"
"ENSG00000196455 - PIK3R4",226.028762894613,0.0207797553447403,0.130438005998831,0.15930752073078,0.873426595744343,0.997820017732497," PIK3R4"
"ENSG00000114062 - UBE3A",978.767197833792,0.0207673492064622,0.0701378197581319,0.29609345254925,0.767158714035783,0.99320273500933," UBE3A"
